filename,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,rmse,ae,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,label
good_talking_1_0.wav,0.22176200151443481,1778.9805536869028,2485.338155904762,3705.532977764423,0.06116286057692308,0.14738729596138,0.37585994601249695,-119.3358154296875,113.69574737548828,11.661334991455078,12.434285163879395,18.896764755249023,-3.5662992000579834,-11.719191551208496,-24.642807006835938,-14.047506332397461,10.585081100463867,27.95873260498047,20.79318618774414,3.117342233657837,good
good_talking_1_1.wav,0.22087949514389038,1707.1874014326393,2424.4060075996103,3377.7313701923076,0.060704627403846155,0.15977710485458374,0.41383740305900574,-115.87825012207031,119.47663879394531,12.326438903808594,8.618334770202637,14.965469360351562,-6.22032356262207,-11.402948379516602,-23.083152770996094,-14.077753067016602,9.664304733276367,25.789201736450195,17.36712646484375,-0.7611367106437683,good
good_talking_1_10.wav,0.17732949554920197,1990.6764476157186,2596.8800026498307,4383.497596153846,0.06862229567307693,0.1223619356751442,0.316051721572876,-124.24501037597656,108.03096008300781,5.10536003112793,7.567398548126221,19.03022575378418,-3.3942582607269287,-11.080900192260742,-21.689334869384766,-10.508589744567871,10.773795127868652,25.293102264404297,19.811372756958008,-0.6832667589187622,good
good_talking_1_11.wav,0.18350987136363983,1993.5124106549524,2601.4302770323675,4409.834359975962,0.06847581129807692,0.11827010661363602,0.30527666211128235,-124.12825775146484,108.0647964477539,4.884467124938965,8.2876615524292,20.24577522277832,-2.6215479373931885,-11.711082458496094,-22.758953094482422,-12.729899406433105,9.711228370666504,24.41794776916504,19.327211380004883,0.38951021432876587,good
good_talking_1_12.wav,0.18561142683029175,1883.9194735846672,2529.3174337196147,3964.2626953125,0.06608323317307692,0.1291106790304184,0.33293986320495605,-118.54666137695312,113.48729705810547,7.424375534057617,8.624168395996094,17.474079132080078,-4.024591445922852,-12.027626991271973,-22.869403839111328,-11.782334327697754,11.256758689880371,24.658493041992188,17.758258819580078,-0.02381145767867565,good
good_talking_1_13.wav,0.19804953038692474,1864.588449009533,2503.9784611682317,3908.1107271634614,0.06497145432692308,0.14213521778583527,0.36566847562789917,-118.8264389038086,111.89068603515625,5.954975605010986,7.202506065368652,16.149057388305664,-4.859674453735352,-13.376263618469238,-22.31463050842285,-9.470036506652832,13.856511116027832,28.262765884399414,21.119497299194336,0.8151155710220337,good
good_talking_1_14.wav,0.19075274467468262,1884.425783580036,2512.2342754067718,3941.238731971154,0.06811899038461539,0.1331135481595993,0.34595033526420593,-119.28392791748047,112.12179565429688,5.43199348449707,7.074299335479736,16.40872573852539,-3.8301005363464355,-12.13019847869873,-22.05995750427246,-8.639131546020508,13.72269344329834,27.25274658203125,20.38022232055664,0.8250011205673218,good
good_talking_1_15.wav,0.19006402790546417,1982.4593167215933,2572.3946305986597,4328.505108173077,0.07012845552884615,0.11866132915019989,0.3101132810115814,-123.2400131225586,108.12268829345703,3.4094955921173096,7.264333724975586,18.830217361450195,-1.4837819337844849,-11.483560562133789,-21.89093017578125,-9.175167083740234,13.190797805786133,27.68950843811035,20.444786071777344,0.257604718208313,good
good_talking_1_16.wav,0.17659160494804382,2007.7593292881131,2596.3428912229215,4433.438063401442,0.0697265625,0.11949604004621506,0.30321595072746277,-126.22599029541016,106.0414810180664,3.1012306213378906,7.292732238769531,22.063703536987305,0.42716658115386963,-11.576665878295898,-22.486963272094727,-9.627041816711426,12.527435302734375,27.793325424194336,19.36069679260254,-1.171167254447937,good
good_talking_1_17.wav,0.1823282539844513,1957.3236280427097,2578.9553291521556,4246.34765625,0.06908428485576923,0.12327646464109421,0.31730711460113525,-125.01927947998047,108.2236328125,4.7334489822387695,8.195088386535645,22.121089935302734,-0.4958116412162781,-11.334053993225098,-21.309316635131836,-8.673171043395996,12.839203834533691,27.08209991455078,19.329748153686523,0.09456315636634827,good
good_talking_1_18.wav,0.18127582967281342,1959.0744097420024,2570.3752270335626,4276.4113206129805,0.06797626201923077,0.12108033895492554,0.3124077320098877,-122.81359100341797,110.06587982177734,4.2213053703308105,6.556294918060303,18.384666442871094,-2.505791664123535,-11.442976951599121,-21.570560455322266,-8.934048652648926,12.672582626342773,27.658159255981445,20.66937828063965,1.9596219062805176,good
good_talking_1_19.wav,0.18935593962669373,1997.0444609433303,2591.2497820860976,4414.3894606370195,0.06871243990384615,0.11758210510015488,0.3032282888889313,-123.1708984375,107.79481506347656,4.1682562828063965,8.297883033752441,19.303722381591797,-2.1634488105773926,-11.910601615905762,-23.62144660949707,-11.291011810302734,9.963658332824707,24.285385131835938,18.67352294921875,0.07522618025541306,good
good_talking_1_2.wav,0.23917745053768158,1665.0587873360787,2387.2557948986973,3286.5465369591348,0.05986703725961538,0.16910670697689056,0.4284379780292511,-112.42781066894531,122.2490234375,15.112621307373047,10.207611083984375,14.956756591796875,-6.3170695304870605,-12.70409870147705,-24.025009155273438,-14.709112167358398,9.345734596252441,26.15300750732422,18.96784019470215,-0.016555199399590492,good
good_talking_1_20.wav,0.22594843804836273,1833.5319221606626,2493.4523558110313,3789.0155498798076,0.06601186899038461,0.13543882966041565,0.3615773022174835,-116.05126190185547,115.60196685791016,8.511011123657227,7.903224468231201,15.477930068969727,-5.028436183929443,-12.2102689743042,-23.67371940612793,-12.513437271118164,9.748509407043457,23.89981460571289,18.796789169311523,0.055822063237428665,good
good_talking_1_21.wav,0.22287054359912872,1813.0421255526787,2470.8350613683715,3712.4898587740386,0.06444561298076923,0.14069828391075134,0.3659515380859375,-113.85181427001953,116.72713470458984,8.060460090637207,6.125953674316406,12.42452335357666,-5.863637924194336,-10.448845863342285,-21.354480743408203,-9.886122703552246,11.11203384399414,25.399751663208008,19.887413024902344,-0.21619684994220734,good
